ULAN,ID_WIKIDATA,ConstituentID,DisplayName,ArtistBio,Nationality,pays,Gender,BeginDate,EndDate,datenaissance,datemort
,,45960,"Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad",,,Nationality unknown,,0,,,
,,45961,Ken Okiishi,"American, born 1978",American,United States,Male,1978,,,
,,45968,Beatrice Trueblood,"British, born 1938",British,United Kingdom,Female,1938,,,
,,45969,Huberto Batis,Mexican,Mexican,Mexico,Male,0,,,
,,45970,Miguel Cervantes,,Mexican,Mexico,Male,0,,,
,,45971,Ricardo Verdoni,Mexican,Mexican,Mexico,Male,0,,,
,,45973,The Living,,,Nationality unknown,,0,,,
,,45982,José Carlos Martinat,"Peruvian, born 1974",Peruvian,Peru,Male,1974,,,
,,45998,Relative Wave,est. 2009,,Nationality unknown,,2009,,,
,,45999,Kodama Studios,est. 2011,,Nationality unknown,,2011,,,
,,46000,"Touch Press, London",est. 2010,,Nationality unknown,,2010,,,
,Q15847617,46033,Simon Denny,"New Zealander, born 1982",New Zealander,New Zealand,Male,1982,,1982-01-01T00:00:00Z,
,,46078,Henry Bataille,"French, 1872–1922",,Nationality unknown,Male,1872,1922,,
,,46089,Judith Steedman,,,Nationality unknown,,0,,,
,,46095,Mathias Augustyniak,"French, born 1967",French,France,Male,1967,,,
,,46096,Michael Amzalag,"French, born 1968",French,France,Male,1968,,,
,,46097,Sarah Stocker,"American, born 1965",American,United States,Female,1965,,,
,,46098,Mark Danks,"American, born 1972",American,United States,Male,1972,,,
,,46142,Sjón (Sigurjón Birgir Sigurðsson),"Icelandic, born 1962",Icelandic,Iceland,Male,1962,,,
,,46143,Nikki Dibben,"British, born 1969",British,United Kingdom,Female,1969,,,
,,46144,Stephen Malinowski,"American, born 1953",American,United States,Male,1953,,,
,,46149,Carlos Sallaberry,Argentine,Argentine,Argentina,Male,0,,,
,,46150,Damián Vinson,Argentine,Argentine,Argentina,Male,0,,,
,,46151,Felipe Tarsitano,Argentine,Argentine,Argentina,Male,0,,,
,,46152,Ignacio Petchersky,Argentine,Argentine,Argentina,Male,0,,,
,,46153,Carlos Libedinsky,,,Nationality unknown,Male,0,,,
,,46154,Antonio Diaz,Argentine,Argentine,Argentina,Male,0,,,
,,46155,Rao,Argentine,Argentine,Argentina,,0,,,
,Q23409633,46175,Erin Shirreff,"Canadian, born 1975",Canadian,Canada,Female,1975,,1975-01-01T00:00:00Z,
,,46176,Centrala Architects,"Poland, est. 2000",Polish,Poland,,2000,,,
,,46203,Keld Helmer-Petersen,"Danish, 1920–2013",Danish,Denmark,Male,1920,2013,,
,,46212,Jay Silver,"American, born 1979",American,United States,Male,1979,,,
,Q55219708,46213,Eric Rosenbaum,"American, born 1979",American,United States,Male,1979,,1979-01-01T00:00:00Z,
,Q3335558,46261,Nancy Burson,"American, born 1948",American,United States,Female,1948,,1948-01-01T00:00:00Z,
,Q33184445,46276,Carlos Motta,"Colombian, born 1978",Colombian,Colombia,Male,1978,,1978-01-01T00:00:00Z,
,,46287,A Band,,,Nationality unknown,,0,,,
,,46288,John Adams,"American, born 1947",American,United States,Male,1947,,,
,,46289,The Alma Band,,,Nationality unknown,,0,,,
,,46291,David Bellingham,,,Nationality unknown,,0,,,
,,46292,Jonathan Bepler,American,,Nationality unknown,,0,,,
,,46293,Tim Berresheim,"German, born 1975",German,Germany,Male,1975,,,
,,46294,Dike Blair,"American, born 1952",,Nationality unknown,Male,1952,,,
,,46296,Monte Cazazza,American,American,United States,Male,0,,,
,,46299,Courttney Cooper,"American, born 1977",American,United States,Male,1977,,,
,,46313,Technology Will Save Us,est. 2012,,Nationality unknown,,2012,,,
,,46314,"QUAD Electroacoustics, Huntingdon, England",,,Nationality unknown,,0,,,
,,46315,Keiji Uematsu,"Japanese, born 1947",Japanese,Japan,Male,1947,,,
,,46318,Toshiro Mayuzumi,"Japanese, 1929–1997",,Nationality unknown,,1929,1997,,
,,46319,Martin Sharp,"Australian, 1942–2013, active England 1965–74",Australian,Australia,Male,1942,2013,,
,,46325,James Richards,"British, born 1983",British,United Kingdom,Male,1983,,,
,,46326,Jerome Kuhl,,,Nationality unknown,Male,0,,,
,,46335,Maison Martin Margiela,,French,France,,1988,,,
,,46342,Alfred Gescheidt,"American, 1926–2012",American,United States,Male,1926,2012,,
,,46350,Edwin Middleton,"American, 1865–1929",American,United States,Male,1865,1929,,
,,46351,T. Hayes Hunter,"American, 1884–1944",American,United States,Male,1884,1944,,
,,46358,Jean-Philippe Toussaint,"Belgian, born 1957",Belgian,Belgium,Male,1957,,,
,,46372,Yuri Suzuki,"Japanese, born 1980",Japanese,Japan,Male,1980,,,
,,46373,"Transnatural, Amsterdam",est. 2009,,Nationality unknown,,2009,,,
,,46378,Arjen Bangma,"Dutch, born 1976",Dutch,Netherlands,Male,1976,,,
,,46381,Torbjørn Rødland,"Norwegian, born 1970",Norwegian,Norway,Male,1970,,,
,,46382,Miguel Ángel Salgado,Mexican,Mexican,Mexico,Male,0,,,
,,46384,Jorge Castillo,"Venezuelan, born 1933",Venezuelan,Venezuela,Male,1933,,,
,,46385,Marjan van Aubel,"Dutch, born 1985",Dutch,Netherlands,Female,1985,,,
,,46386,James Shaw,British,British,United Kingdom,Male,0,,,
,,46394,Philippe Van Snick,"Belgian, born 1946",Belgian,Belgium,Male,1946,,,
,,46418,Oscar Tenreiro Degwitz,"Venezuelan, born 1939",Venezuelan,Venezuela,Male,1939,,,
,,46419,Tihamér Csemiczky,"Hungarian, 1904–1960",Hungarian,Hungary,Male,1904,1960,,
,,46421,Fernando Guerra,"Portuguese, born 1970",Portuguese,Portugal,Male,1970,,,
,,46422,Nervous System,est. 2007,,Nationality unknown,,2007,,,
,,46423,Stefan Diez,"German, born 1971",German,Germany,Male,1971,,,
,,46441,W. Craig Carter,"American, born 1961",American,United States,Male,1961,,,
,,46442,Joe Hicklin,"American, born 1959",American,United States,Male,1959,,,
,,46444,Chris Gabrin,British,British,United Kingdom,Male,0,,,
,,46451,Wells Coates,"Canadian, 1895–1958",Canadian,Canada,Male,1895,1958,,
,,46453,Louis Christiann Kalff,"Dutch, 1897–1976",Dutch,Netherlands,Male,1897,1976,,
,,46454,Jann Haworth,"American, born 1942",American,United States,Female,1942,,,
,,46459,The Otolith Group,"UK, est. 2002",,Nationality unknown,,0,,,
,,46460,Charles E. Murphy,American,American,United States,Male,0,,,
,,46461,Donald Smith,American,American,United States,Male,0,,,
,,46462,Peter Martin Christopherson,"British, 1955–2010",British,United Kingdom,Male,1955,2010,,
,,46463,Peter Gabriel,"British, born 1950",British,United Kingdom,Male,1950,,,
,,46464,Greg Porto,,,Nationality unknown,Male,0,,,
,,46465,Jean-Paul Goude,"French, born 1940",French,France,Male,1940,,,
,,46466,George Hardie,"British, born 1944",British,United Kingdom,Male,1944,,,
,,46467,Michael Andrews,"British, 1928–1995",British,United Kingdom,Male,1928,1995,,
,,46468,David Inshaw,"British, born 1943",British,United Kingdom,Male,1943,,,
,Q298761,46469,Clive Barker,"British, born 1952",British,United Kingdom,Male,1952,,1952-10-05T00:00:00Z,
,,46470,Hipgnosis,"British, founded 1968",British,United Kingdom,,1968,,,
,,46471,David Tindle,"British, born 1932",British,United Kingdom,Male,1932,,,
,Q7823703,46472,Tony Wright,"British, born 1949",British,United Kingdom,Male,1949,,1949-01-01T00:00:00Z,
,,46473,Karl Klefisch,German,German,Germany,Male,0,,,
,,46474,Günther Fröhling,German,German,Germany,Male,0,,,
,,46475,Mark Farrow,"British, born 1960",British,United Kingdom,Male,1960,,,
,,46476,Eric Watson,"British, 1955–2012",British,United Kingdom,Male,1955,2012,,
,,46477,Pet Shop Boys,"British, founded 1981",British,United Kingdom,,1981,,,
,,46478,Tony Lane,,,Nationality unknown,Male,0,,,
,,46479,Francis Wolff,"American, 1907–1971",American,United States,Male,1907,1971,,
,,46480,Jerry Harrison,"American, born 1949",American,United States,Male,1949,,,
,,46481,Jimmy Garcia,,,Nationality unknown,Male,0,,,
,,46482,Robert Whitaker,"British, 1939–2011",British,United Kingdom,Male,1939,2011,,
,,46483,Ben Kelly,British,British,United Kingdom,Male,0,,,
,Q16017357,46485,Ronald Clyne,"American, 1925–2006",American,United States,Male,1925,2006,1925-12-28T00:00:00Z,2006-01-01T00:00:00Z
,Q16017357,46485,Ronald Clyne,"American, 1925–2006",American,United States,Male,1925,2006,1925-12-28T00:00:00Z,2006-02-26T00:00:00Z
,,46486,Gerald Scarfe,"British, born 1936",British,United Kingdom,Male,1936,,,
,,46487,Roger Waters,"British, born 1943",British,United Kingdom,Male,1943,,,
,,46488,Bob Dylan,"American, born 1941",American,United States,Male,1941,,,
,,46489,Michael Cooper,"British, 1941–1973",British,United Kingdom,Male,1941,1973,,
,,46490,Bob Seidmann,"American, 1941–2017",American,United States,Male,1941,2017,,
,,46491,Mick Milligan,,,Nationality unknown,Male,0,,,
,,46492,Richard Evans,"British, born 1945",British,United Kingdom,Male,1945,,,
,,46493,Michael Hodgson,British,British,United Kingdom,Male,0,,,
,,46494,Jeff Ayeroff,,,Nationality unknown,Male,0,,,
,,46495,Adelle Lutz,"American, born 1948",American,United States,Female,1948,,,
,,46498,Robert Freeman,"British, born 1936",British,United Kingdom,Male,1936,,,
,,46506,E. Earl Curtis,,American,United States,Male,0,,,
,,46526,Dentaku Ltd.,,,Nationality unknown,,0,,,
,,46527,Mark McKeague,"Irish, born 1989",Irish,Ireland,Male,1989,,,
,,46528,Naomi Elliott,"British, born 1987",British,United Kingdom,Female,1987,,,
,,46529,Joseph Pleass,"British, born 1990",British,United Kingdom,Male,1990,,,
,Q55217958,46534,Martyn Atkins,"British, born 1959",British,United Kingdom,Male,1959,,1959-01-01T00:00:00Z,
,,46535,Bernard Pierre Wolff,"American, born France. 1930–1985",American,United States,Male,1930,1985,,
,,46537,Mediated Matter Group,est. 2010,,Nationality unknown,,2010,,,
,,46538,MIT Materials Science and Engineering,est. 1974,,Nationality unknown,,1974,,,
,,46539,The Mathworks,est. 1984,,Nationality unknown,,1984,,,
,,46540,Turlif Vilbrandt,"American, born 1968",American,United States,Male,1968,,,
,Q16213667,46544,Ulrike Müller,"Austrian, born 1971",Austrian,Austria,Female,1971,,1971-01-01T00:00:00Z,
,,46548,Brigitte Hellgoth,"German, born 1932",German,Germany,Female,1932,,,
,,46569,Plastic Ono Band,,,Nationality unknown,,0,,,
,,46575,Arduino SA,,,Nationality unknown,,0,,,
,,46576,SmartProjects,,,Nationality unknown,,0,,,
,,46581,Kevin Beasley,"American, born 1985",American,United States,Male,1985,,,
,,46582,Julia Murdoch,British,British,United Kingdom,Female,0,,,
,,46584,Leo Fender,"American, 1909–1991",American,United States,Male,1909,1991,,
,,46585,George Fullerton,"American, 1923–2009",American,United States,Male,1923,2009,,
,,46586,Freddie Tavares,"American, 1913–1990",American,United States,Male,1913,1990,,
,,46630,Massimo Banzi,"Italian, born 1968",Italian,Italy,Male,1968,,,
,,46631,David Cuartielles,"Spanish, born 1974",Spanish,Spain,Male,1974,,,
,,46632,Tom Igoe,"American, born 1967",American,United States,Male,1967,,,
,Q55219347,46633,Gianluca Martino,"Italian, born 1973",Italian,Italy,Male,1973,,1973-01-01T00:00:00Z,
,,46634,David Mellis,"American, born 1980",American,United States,Male,1980,,,
,,46635,Giorgio Olivero,"Italian, born 1975",Italian,Italy,Male,1975,,,
,,46637,Sam Lewitt,"American, born 1981",American,United States,Male,1981,,,
,,46661,Ryan Oakes,"American, born 1982",American,United States,Male,1982,,,
,,46662,Trevor Oakes,"American, born 1982",American,United States,Male,1982,,,
,,46663,Jennie C. Jones,"American, born 1968",American,United States,Female,1968,,,
,,46664,Julia Rommel,"American, born 1980",American,United States,Female,1980,,,
,,46670,Aloisio Magalhães,"Brazilian, 1927–1982",Brazilian,Brazil,Male,1927,1982,,
,,46697,Blue Note Records,est. 1939,,Nationality unknown,,1939,,,
,,46698,Prestige Records,founded 1949,,Nationality unknown,,1949,,,
,,46701,Sire Records,founded 1966,,Nationality unknown,,1966,,,
,,46702,Amazing Musical Instrument Company,"founded c.1987, Toronto, Ontario",Canadian,Canada,,1987,,,
,,46706,"Ove N. Arup Consulting Engineers, London",est. 1946,,Nationality unknown,,1946,,,
,,46709,Grupo Sordo Madaleno,,,Nationality unknown,,0,,,
,,46715,Command Records,est. 1959,,Nationality unknown,,1959,,,
,,46716,"Stiff Records, London",est. 1976,,Nationality unknown,,1976,,,
,,46717,F-Beat Records,est. 1979,,Nationality unknown,,1979,,,
,,46718,"Factory Records, Manchester",est. 1978,,Nationality unknown,,1978,,,
,,46720,"Folkways Records, New York",est. 1948,,Nationality unknown,,1948,,,
,,46725,Carlos Zilio,"Brazilian, born 1944",Brazilian,Brazil,Male,1944,,,
,,46727,Private Collector,,,Nationality unknown,,0,,,
,,46741,Jessica Rosenkrantz,"American, born 1983",American,United States,Female,1983,,,
,,46742,Jesse Louis-Rosenberg,"American, born 1986",American,United States,Male,1986,,,
,,46752,Iñaki Bonillas,"Mexican, born 1981",Mexican,Mexico,Male,1981,,,
,,46757,Fred Stein,"American, 1909–1967",American,United States,Male,1909,1967,,
,,46772,Conte Candoli,"American, 1927–2001",American,United States,Male,1927,2001,,
,,46773,Reaction Records,founded 1966,,Nationality unknown,,1966,,,
,,46774,Gavin Cochrane,British,British,United Kingdom,Male,0,,,
,,46775,Brian Aris,"British, born 1946",British,United Kingdom,Male,1946,,,
,,46776,Charisma Records,"British, founded 1969",British,United Kingdom,,1969,,,
,,46777,Pictorial Productions,"Mount Vernon, NY",,Nationality unknown,,0,,,
,,46778,Tony Meeviwiffen,,,Nationality unknown,Male,0,,,
,,46779,Parlophone Records,founded 1896,,Nationality unknown,,1896,,,
,,46780,Harvest Records,founded 1969,,Nationality unknown,,1969,,,
,,46782,Tina Weymouth,"American, born 1950",American,United States,Female,1950,,,
,,46783,Chris Frantz,"American, born 1951",American,United States,Male,1951,,,
,,46784,ATCO Records,founded 1955,,Nationality unknown,,1955,,,
,,46785,Rolling Stones Records,founded 1970,,Nationality unknown,,1970,,,
,Q707310,46786,Billy Name,"American, born 1940",American,United States,Male,1940,,1940-02-22T00:00:00Z,2016-07-18T00:00:00Z
,Q55218207,46787,Craig Braun,"American, born 1939",American,United States,Male,1939,,1939-01-01T00:00:00Z,
,,46788,Ernie Cefalu,"American, born 1945",American,United States,Male,1945,,,
,,46789,John Pasche,"American, born 1945",American,United States,Male,1945,,,
,,46790,Richard Polak,,,Nationality unknown,Male,0,,,
,,46793,Steve McGarry,"British, born 1953",British,United Kingdom,,1953,,,
,,46794,D.B. Glen,,,Nationality unknown,,0,,,
,Q3100338,46831,Eric Hurtado,"French, born 1959",French,France,Male,1959,,1959-01-01T00:00:00Z,
,,46832,Marc Hurtado,"French, born 1962",French,France,Male,1962,,,
,,46835,"MSGSS (Manteola Sanchez Gomez Santos Solsona), Buenos Aires",,Argentine,Argentina,,0,,,
,,46836,"MSGSSSV (Manteola Sanchez Gomez Santos Solsona Sallaberry Vinson), Buenos Aires",,,Nationality unknown,,0,,,
,,46844,The Command All-Stars,,,Nationality unknown,,0,,,
,,46847,Cook Laboratories Records,founded 1952,,Nationality unknown,,1952,,,
,,46862,Paul McMahon,,,Nationality unknown,Male,0,,,
,,46863,Nancy Radloff,,,Nationality unknown,,0,,,
,,46864,Wharton Tiers,,,Nationality unknown,,0,,,
,,46865,Joseph Gone,,,Nationality unknown,,0,,,
,,46866,David McMahon,,,Nationality unknown,,0,,,
,,46867,Art Critics Orchestra,,,Nationality unknown,,0,,,
,,46868,Byrd Hoffman School of Byrds,,,Nationality unknown,,0,,,
,,46869,Carl Byron,,,Nationality unknown,,0,,,
,,46870,Carole Caroompas,"American, born 1946",,Nationality unknown,Female,1946,,,
,,46872,Billy Childish,"British, born 1959",,Nationality unknown,Male,1959,,,
,,46873,Arrigo Lora Totino,"Italian, born 1928",Italian,Italy,Male,1928,,,
,,46874,Joe Colley,"American, born 1972",American,United States,Male,1972,,,
,,46875,Augusto Concato,Italian,Italian,Italy,Male,0,,,
,,46876,Cranfield and Slade,,,Nationality unknown,,0,,,
,,46877,Brady Cranfield,,,Nationality unknown,,0,,,
,,46878,Kathy Slade,,,Nationality unknown,,0,,,
,,46879,The Dogz,,,Nationality unknown,,0,,,
,,46880,Lee Ranaldo,"American, born 1956",,Nationality unknown,Male,1956,,,
,,46881,Dave Dyment,,,Nationality unknown,,0,,,
,,46882,Bruce Fier,,,Nationality unknown,,0,,,
,,46883,Forcefield,"USA, est. 1997",,Nationality unknown,,0,,,
,,46884,Bob George,,,Nationality unknown,,0,,,
,,46885,Gobbler,,,Nationality unknown,,0,,,
,,46886,Art Byington,,,Nationality unknown,,0,,,
,Q5820089,46887,Henrik Håkansson,"Swedish, born 1968",,Nationality unknown,,1968,,1968-01-01T00:00:00Z,
,,46888,The Haters,"USA, est. 1979",,Nationality unknown,,0,,,
,,46889,Fat Les,,,Nationality unknown,,0,,,
,,46890,Keith Allen,,,Nationality unknown,,0,,,
,,46891,Alex James,,,Nationality unknown,,0,,,
,Q3101644,46895,George Herms,"American, born 1935",American,United States,Male,1935,,1935-07-05T00:00:00Z,
,Q21290809,46896,Alex Israel,"American, born 1982",American,United States,Male,1982,,1982-01-01T00:00:00Z,
,Q43139566,46961,Christian Vetter,"Swiss, born 1970",Swiss,Switzerland,Male,1970,,1970-01-01T00:00:00Z,
,,46962,Lynette Yiadom-Boakye,"British, born 1977",British,United Kingdom,Female,1977,,,
,,46965,Smiljan Radić,"Chilean, born 1965",Chilean,Chile,Male,1965,,,
,,46966,Vit Mach,"Czech, born 1945",Czech,Czech Republic,,1945,,,
,,46967,Jan Mach,"Czech, born 1943",Czech,Czech Republic,,1943,,,
,,46968,Jan Trtílek,"Czech, born 1938",Czech,Czech Republic,Male,1938,,,
,,46980,Achim Duchow,"German, 1948–1993",German,Germany,Male,1948,1993,,
,,46981,Jochen Krüger,,,Nationality unknown,,0,,,
,,46990,Natalie Czech,"German, born 1976",German,Germany,Female,1976,,,
,,46996,Formafantasma,est. 2009,,Nationality unknown,,2009,,,
,,46997,Andrea Trimarchi,"Italian, born 1980",Italian,Italy,Female,1980,,,
,,46998,Simone Farresin,"Italian, born 1983",Italian,Italy,Female,1983,,,
,,47008,LaToya Ruby Frazier,"American, born 1982",American,United States,Female,1982,,,
,,47012,Guillermo Zamora,"Mexican, 1915–2002",Mexican,Mexico,Male,1915,2002,,
,Q20715407,47016,Vivian Browne,"American, 1929–1993",American,United States,Female,1929,1993,1929-04-26T00:00:00Z,1993-07-23T00:00:00Z
,,47017,Eldzier Cortor,"American, 1916–2015",American,United States,Male,1916,2015,,
,,47018,Trevor Key,"British, 1947–1995",British,United Kingdom,Male,1947,1995,,
,,47019,Joy Division,"British, active 1976–1980",British,United Kingdom,,1976,1980,,
,,47022,Hélène Binet,"Swiss, born 1959",Swiss,Switzerland,Female,1959,,,
,,47033,Reese Williams,,,Nationality unknown,,0,,,
,,47039,Aktuální umĕni,"Czech, founded 1964",,Nationality unknown,,1964,,,
,,47063,Orlando Garcia,"American, born Colombia, 1975",Colombian,Colombia,Male,1975,,,
,,47064,G Ateliers Architecture,est. 2006,,Nationality unknown,,2006,,,
,,47067,John Houck,"American, born 1977",American,United States,Male,1977,,,
,,47069,Wyss Institute for Biologically Inspired Engineering at Harvard University,,,Nationality unknown,,0,,,
,,47075,Annett Zinsmeister,"German, born 1967",German,Germany,Female,1967,,,
,,47076,Reginald Orton,"New Zealander, born 1981",New Zealander,New Zealand,Male,1981,,,
,,47077,Philip Walton,"American, born 1974",American,United States,Male,1974,,,
,,47082,Yuki Kimura,"Japanese, born 1971",Japanese,Japan,Female,1971,,,
,,47088,Ryan Junell,"American, born 1973",American,United States,Male,1973,,,
,,47089,Creative Commons,,,Nationality unknown,,0,,,
,,47090,Benjamin Bauer,"American, born Ukraine. 1913–1979",American,United States,Male,1913,1979,,
,,47091,Shure Incorporated,est. 1925,,Nationality unknown,,1925,,,
,,47094,Lucas Blalock,"American, born 1978",American,United States,Male,1978,,,
,Q23770300,47097,Steffani Jemison,"American, born 1981",American,United States,Female,1981,,1981-01-01T00:00:00Z,
,,47098,Alma Woodsey Thomas,"American, 1891–1978",American,United States,Female,1891,1978,,
,,47100,Bouchra Khalili,"French-Moroccan, born 1975",Moroccan,Morocco,Female,1975,,,
,,47102,The Propeller Group,"Vietnam, est. 2006",,Nationality unknown,,2006,,,
,Q17581477,47104,Wu Tsang,"American, born 1982",American,United States,Female,1982,,1982-01-01T00:00:00Z,
,,47112,Donald Elliot Ingber,"American, born 1956",American,United States,Male,1956,,,
,,47113,Dan Dongeun Huh,"American, born Korea, 1975",American,United States,Male,1975,,,
,,47114,Boston Children's Hospital,,,Nationality unknown,,0,,,
,,47132,Christian Richters,"German, born 1958",German,Germany,Male,1958,,,
,,47134,Igildo Biesele,"Swiss, born 1930",Swiss,Switzerland,Male,1930,,,
,,47140,David Bradshaw,"American, born 1944",American,United States,Male,1944,,,
,,47143,Abdul Mati Klarwein,"German, 1932–2002",German,Germany,Male,1932,2002,,
,,47144,John Berg,"American, born 1932",American,United States,Male,1932,,,
,,47150,Ruth Krauss,,,Nationality unknown,,0,,,
,,47154,Adriana Salazar,"Colombian, born 1983",Colombian,Colombia,Female,1983,,,
,,47157,Manuel González Rul,"Mexican, 1923–1985",Mexican,Mexico,Male,1923,1985,,
,Q3595598,47164,Patrick Nagel,"American, 1945–1984",American,United States,Male,1945,1984,1945-11-25T00:00:00Z,1984-02-04T00:00:00Z
,,47165,Annie Leibovitz,"American, born 1949",American,United States,Female,1949,,,
,,47166,Peter Corriston,,,Nationality unknown,Male,0,,,
,Q100346793,47167,Christian Piper,"German, born 1941",German,Germany,Male,1941,,1941-12-07T00:00:00Z,2019-01-01T00:00:00Z
,,47168,Hubert Kretzschmar,,,Nationality unknown,Male,0,,,
,,47171,Eloise Vega Smith,,,Nationality unknown,Female,0,,,
,,47172,Nick Fasciano,"American, born 1940",American,United States,Male,1940,,,
,,47173,Robert Fisher,American,American,United States,Male,0,,,
,,47174,Michael Lavine,,,Nationality unknown,Male,0,,,
,,47175,Don Hunstein,"American, born 1928",American,United States,Male,1928,,,
,,47176,Mike Doud,,,Nationality unknown,Male,0,,,
,,47179,DIS,"American, founded 2010",American,United States,,2010,,,
,,47181,Katharina Gaenssler,"German, born 1974",German,Germany,Female,1974,,,
,,47183,David Hartt,"Canadian, born 1967",Canadian,Canada,Male,1967,,,
,,47205,"MSGS (Manteola, Sanchez Gomez, Solsona) Buenos Aires",,Argentine,Argentina,,0,,,
,,47209,Ilit Azoulay,"Israeli, born 1972",Israeli,Israel,Female,1972,,,
,,47211,Lele Saveri,"Italian, born 1980",Italian,Italy,Male,1980,,,
,,47212,Marina Pinsky,"American, born Russia 1986",Russian,Russia,Female,1986,,,
,,47214,Lieko Shiga,"Japanese, born 1980",Japanese,Japan,Female,1980,,,
,,47216,Brian Duffy,"British, 1933–2010",British,United Kingdom,Male,1933,2010,,
,,47217,Zacron (Richard Drew),"British, 1943–2012",British,United Kingdom,Male,1943,2012,,
,,47218,Grey Organisation,"British, 1983–1991",British,United Kingdom,,1983,1991,,
,Q3431550,47219,Rick Griffin,"American, 1944–1991",American,United States,Male,1944,1991,1944-06-18T00:00:00Z,1991-08-17T00:00:00Z
,Q3431550,47219,Rick Griffin,"American, 1944–1991",American,United States,Male,1944,1991,1944-06-18T00:00:00Z,1991-08-18T00:00:00Z
,,47229,Rocco Redondo,"Spanish, born 1950",Spanish,Spain,Male,1950,,,
,,47230,Peter Zumthor,"Swiss, born 1943",Swiss,Switzerland,Male,1943,,,
,,47235,Ecovative,,,Nationality unknown,,0,,,
,,47236,Michael Ross,,,Nationality unknown,Male,0,,,
,,47237,Brian Griffin,"British, born 1948",British,United Kingdom,Male,1948,,,
,,47238,Keith Morris,,,Nationality unknown,Male,0,,,
,,47239,Static Kling,,,Nationality unknown,,0,,,
,,47241,J. Edith Wise,American,American,United States,Female,0,,,
,,47242,Alex Roberts,"British, born 1983",British,United Kingdom,Male,1983,,,
,,47252,Walter Jule,"Canadian, born U.S.A. 1940",Canadian,Canada,Male,1940,,,
,Q973245,47255,Gerald Holtom,"British, 1914–1985",British,United Kingdom,Male,1914,1985,1914-01-20T00:00:00Z,1985-09-18T00:00:00Z
,,47256,Charles Baldwin,,American,United States,Male,0,,,
,,47257,Gary Anderson,,American,United States,Male,1947,,,
,,47258,"Lawrence Berkeley National Laboratory, University of California",,,Nationality unknown,,0,,,
,,47261,"John ""Teflon"" Sims","British, born 1950",British,United Kingdom,Male,1950,,,
,,47262,Alicja Szubert-Olszewska,Polish,Polish,Poland,Female,0,,,
,,47263,W. Pawelec,Polish,Polish,Poland,Male,0,,,
,,47265,Andrzej Karpiński,"Polish, born 1963",Polish,Poland,Male,1963,,,
,,47267,Piotr Tofil,Polish,Polish,Poland,Male,0,,,
,,47268,Mirosław Ryszard Ryszard,"Polish, born 1952",Polish,Poland,Male,1952,,,
,,47269,Alek Januszewski,Polish,Polish,Poland,Male,0,,,
,,47282,Janet Perr,,,Nationality unknown,Female,0,,,
,,47283,Arnold Rosenberg,"American, 1931–2017",American,United States,Male,1931,2017,,
,,47285,Philip Hays,"American, born 1930",American,United States,Male,1930,,,
,,47286,Ben Drury,"British, born 1972",British,United Kingdom,Male,1972,,,
,,47288,András Wahorn,"Hungarian, born 1953",Hungarian,Hungary,Male,1953,,,
,,47289,Free Art and Technology Lab,est. 2007,,Nationality unknown,,2007,,,
,,47290,Shawn Sims,"American, born 1986",American,United States,Male,1986,,,
,,47291,Sy-Lab,est. 2007,,Nationality unknown,,2007,,,
,,47300,Dörte Helm,"German, 1898–1941",German,Germany,Female,1898,1941,,
,Q55218856,47301,Paul Häberer,"German, 1902–1978",German,Germany,Male,1902,1978,1902-01-01T00:00:00Z,1978-01-01T00:00:00Z
,,47303,Tom Hingston,British,British,United Kingdom,Male,0,,,
,,47316,Chris D.,,,Nationality unknown,Male,0,,,
,,47317,Péter Nagy,Hungarian,Hungarian,Hungary,Male,0,,,
,,47318,Tomasz Lipiński,"Polish, born 1955",Polish,Poland,Male,1955,,,
,,47325,Stephen Kroninger,"American, born 1957",American,United States,Male,1957,,,
,,47326,Chris Mathan,,,Nationality unknown,Male,0,,,
,,47328,Simon Posthuma,Dutch,Dutch,Netherlands,Male,0,,,
,,47329,Marijke Koger-Dunham,Dutch,Dutch,Netherlands,Female,0,,,
,,47330,Kain May,Polish,Polish,Poland,,0,,,
,,47359,Annette Peacock,"American, born 1941",American,United States,Female,1941,,,
,,47361,Sam Suliman,,,Nationality unknown,Male,0,,,
,,47362,Andrea Klein,,,Nationality unknown,Female,0,,,
,,47364,Dezerter,"Polish, founded 1981",Polish,Poland,,1981,,,
,,47366,Kirk Weddle,American,American,United States,Male,0,,,
,,47367,Sonja Hennersdorf,,German,Germany,Female,0,,,
,,47368,Jochen Wermann,,,Nationality unknown,Male,0,,,
,,47370,Artrouble,"American, founded 1978",American,United States,,1978,,,
,,47371,Will Bankhead,British,British,United Kingdom,Male,0,,,
,,47372,Andrzej Zborski,"Polish, born 1929",Polish,Poland,Male,1929,,,
,,47376,Dean Chalkley,British,British,United Kingdom,Male,0,,,
,,47377,Jim Houghton,,,Nationality unknown,Male,0,,,
,,47378,Gerard Huerta,American,American,United States,Male,0,,,
,Q55219759,47380,Alex Schweder,"American, born 1970",American,United States,Male,1970,,1970-01-01T00:00:00Z,
,Q55219326,47415,Rick Mann,"British, born 1954",British,United Kingdom,Male,1954,,1954-01-01T00:00:00Z,
,,47446,Francisco Matto,"Uruguayan, 1911–1995",Uruguayan,Uruguay,Male,1911,1995,,
,,47456,Sandra Cinto,"Brazilian, born 1968",Brazilian,Brazil,Female,1968,,,
